image_path,brisque_time,piqe_time,niqe_time,biqi_time,filename
koniq10k_512x384\8522515607.jpg,0.274918794631958,0.01823258399963379,0.1415245532989502,0.009549617767333984,8522515607.jpg
koniq10k_512x384\107505789.jpg,0.019968032836914062,0.005269765853881836,0.026458740234375,0.00762486457824707,107505789.jpg
koniq10k_512x384\9967844514.jpg,0.0200498104095459,0.005026817321777344,0.026785850524902344,0.007254600524902344,9967844514.jpg
koniq10k_512x384\2376602512.jpg,0.019246339797973633,0.004828929901123047,0.02602243423461914,0.0077626705169677734,2376602512.jpg
koniq10k_512x384\10077468576.jpg,0.018558740615844727,0.005495548248291016,0.026708364486694336,0.007248401641845703,10077468576.jpg
koniq10k_512x384\6474704871.jpg,0.01820230484008789,0.007051706314086914,0.026377201080322266,0.0071868896484375,6474704871.jpg
koniq10k_512x384\9005613417.jpg,0.019273042678833008,0.0051288604736328125,0.024309396743774414,0.0075190067291259766,9005613417.jpg
koniq10k_512x384\8562649420.jpg,0.019325733184814453,0.0047686100006103516,0.026218652725219727,0.007983684539794922,8562649420.jpg
koniq10k_512x384\5506212777.jpg,0.01772594451904297,0.004961729049682617,0.024222612380981445,0.0071942806243896484,5506212777.jpg
koniq10k_512x384\2739038267.jpg,0.019330978393554688,0.0053102970123291016,0.02486443519592285,0.007630109786987305,2739038267.jpg
koniq10k_512x384\2931922629.jpg,0.019143342971801758,0.004877805709838867,0.025244951248168945,0.007417917251586914,2931922629.jpg
koniq10k_512x384\9230996141.jpg,0.01795339584350586,0.005814313888549805,0.02439594268798828,0.0072994232177734375,9230996141.jpg
koniq10k_512x384\4549109010.jpg,0.01812744140625,0.005611896514892578,0.025246620178222656,0.008849620819091797,4549109010.jpg
koniq10k_512x384\10609356094.jpg,0.01965045928955078,0.005335569381713867,0.025515079498291016,0.008061647415161133,10609356094.jpg
koniq10k_512x384\6825162524.jpg,0.017332792282104492,0.004553556442260742,0.023310184478759766,0.007421731948852539,6825162524.jpg
koniq10k_512x384\8552550792.jpg,0.018702268600463867,0.004862785339355469,0.024347543716430664,0.0072917938232421875,8552550792.jpg
koniq10k_512x384\5847946773.jpg,0.017238855361938477,0.005182027816772461,0.02360081672668457,0.007411003112792969,5847946773.jpg
koniq10k_512x384\7189264298.jpg,0.018921852111816406,0.0055506229400634766,0.0250241756439209,0.008053302764892578,7189264298.jpg
koniq10k_512x384\10911095273.jpg,0.017905473709106445,0.0059032440185546875,0.02498483657836914,0.007110118865966797,10911095273.jpg
koniq10k_512x384\8705060352.jpg,0.01851201057434082,0.0050182342529296875,0.023739099502563477,0.0077953338623046875,8705060352.jpg
koniq10k_512x384\468518360.jpg,0.01897430419921875,0.00492548942565918,0.025826215744018555,0.007546424865722656,468518360.jpg
koniq10k_512x384\10721124556.jpg,0.018810272216796875,0.005156040191650391,0.025056123733520508,0.007526874542236328,10721124556.jpg
koniq10k_512x384\7163084628.jpg,0.01857614517211914,0.004874706268310547,0.023682832717895508,0.00702214241027832,7163084628.jpg
koniq10k_512x384\6942738260.jpg,0.019565582275390625,0.005292415618896484,0.025812864303588867,0.008208513259887695,6942738260.jpg
koniq10k_512x384\4905609957.jpg,0.01824045181274414,0.006255626678466797,0.02418994903564453,0.007082462310791016,4905609957.jpg
koniq10k_512x384\5990072932.jpg,0.01740550994873047,0.004923105239868164,0.023534774780273438,0.0074427127838134766,5990072932.jpg
koniq10k_512x384\8877114673.jpg,0.01734781265258789,0.004696846008300781,0.02303314208984375,0.007362842559814453,8877114673.jpg
koniq10k_512x384\5034975248.jpg,0.01769232749938965,0.004540681838989258,0.025027990341186523,0.007430315017700195,5034975248.jpg
koniq10k_512x384\6376701103.jpg,0.018259525299072266,0.005806446075439453,0.025159597396850586,0.007821321487426758,6376701103.jpg
koniq10k_512x384\6147638271.jpg,0.018526792526245117,0.005614519119262695,0.025004863739013672,0.007843017578125,6147638271.jpg
koniq10k_512x384\4524543534.jpg,0.01900196075439453,0.0058307647705078125,0.02463698387145996,0.009373903274536133,4524543534.jpg
koniq10k_512x384\8668692139.jpg,0.01777791976928711,0.004735469818115234,0.02433633804321289,0.007352352142333984,8668692139.jpg
koniq10k_512x384\8041987489.jpg,0.020435810089111328,0.0057752132415771484,0.02394413948059082,0.007602691650390625,8041987489.jpg
koniq10k_512x384\7295363820.jpg,0.01824498176574707,0.005198001861572266,0.025661706924438477,0.00838470458984375,7295363820.jpg
koniq10k_512x384\4495910719.jpg,0.017421245574951172,0.004579305648803711,0.024013280868530273,0.0073239803314208984,4495910719.jpg
koniq10k_512x384\5967167167.jpg,0.026505470275878906,0.011894941329956055,0.03272867202758789,0.00764155387878418,5967167167.jpg
koniq10k_512x384\5290105717.jpg,0.018486976623535156,0.00467228889465332,0.026288270950317383,0.006910800933837891,5290105717.jpg
koniq10k_512x384\4583125138.jpg,0.019500732421875,0.004893302917480469,0.024600982666015625,0.007735013961791992,4583125138.jpg
koniq10k_512x384\9767373513.jpg,0.02440047264099121,0.005933523178100586,0.028316020965576172,0.00821232795715332,9767373513.jpg
koniq10k_512x384\9034707954.jpg,0.019185304641723633,0.004759311676025391,0.02660846710205078,0.007566690444946289,9034707954.jpg
koniq10k_512x384\7878410170.jpg,0.018664121627807617,0.004622459411621094,0.02579355239868164,0.007002353668212891,7878410170.jpg
koniq10k_512x384\10241895785.jpg,0.01923203468322754,0.005505800247192383,0.025260210037231445,0.008578777313232422,10241895785.jpg
koniq10k_512x384\1429848565.jpg,0.02674579620361328,0.005957365036010742,0.032408952713012695,0.007960319519042969,1429848565.jpg
koniq10k_512x384\8250498441.jpg,0.020537137985229492,0.004849910736083984,0.026860952377319336,0.007819652557373047,8250498441.jpg
koniq10k_512x384\4456369143.jpg,0.020351409912109375,0.004697322845458984,0.025899887084960938,0.0077435970306396484,4456369143.jpg
koniq10k_512x384\6864569694.jpg,0.01841425895690918,0.005369663238525391,0.02471017837524414,0.007787466049194336,6864569694.jpg
koniq10k_512x384\10265315316.jpg,0.02024555206298828,0.005568504333496094,0.024770021438598633,0.007397890090942383,10265315316.jpg
koniq10k_512x384\5667464271.jpg,0.019100189208984375,0.0054531097412109375,0.024777889251708984,0.00906825065612793,5667464271.jpg
koniq10k_512x384\7822391242.jpg,0.01982879638671875,0.004796504974365234,0.024352550506591797,0.007796049118041992,7822391242.jpg
koniq10k_512x384\4358436337.jpg,0.018218994140625,0.005791902542114258,0.023940324783325195,0.007249593734741211,4358436337.jpg
koniq10k_512x384\5517472829.jpg,0.017735958099365234,0.004370689392089844,0.023773908615112305,0.0067653656005859375,5517472829.jpg
koniq10k_512x384\6419135601.jpg,0.017841577529907227,0.005420207977294922,0.02365589141845703,0.00814366340637207,6419135601.jpg
koniq10k_512x384\8132808180.jpg,0.017223119735717773,0.004697322845458984,0.024834394454956055,0.007333517074584961,8132808180.jpg
koniq10k_512x384\5354741393.jpg,0.018071413040161133,0.0052280426025390625,0.02399921417236328,0.007501840591430664,5354741393.jpg
koniq10k_512x384\6543370923.jpg,0.018134355545043945,0.004730939865112305,0.02401280403137207,0.007543325424194336,6543370923.jpg
koniq10k_512x384\8214901795.jpg,0.01779913902282715,0.0051729679107666016,0.02415919303894043,0.007321834564208984,8214901795.jpg
koniq10k_512x384\2952066894.jpg,0.01849532127380371,0.00464177131652832,0.023012876510620117,0.007080793380737305,2952066894.jpg
koniq10k_512x384\3560022258.jpg,0.017955541610717773,0.004593849182128906,0.02313375473022461,0.0069391727447509766,3560022258.jpg
