image_path,brisque_time,piqe_time,niqe_time,filename
koniq10k_512x384\10004473376.jpg,0.2759244441986084,0.017464160919189453,0.14969158172607422,10004473376.jpg
koniq10k_512x384\10007357496.jpg,0.02439117431640625,0.004940509796142578,0.02402472496032715,10007357496.jpg
koniq10k_512x384\10007903636.jpg,0.016755342483520508,0.0050432682037353516,0.021999359130859375,10007903636.jpg
koniq10k_512x384\10009096245.jpg,0.0179440975189209,0.0045855045318603516,0.023209571838378906,10009096245.jpg
koniq10k_512x384\100117038.jpg,0.01821732521057129,0.0052297115325927734,0.02512812614440918,100117038.jpg
koniq10k_512x384\10012398043.jpg,0.016406774520874023,0.004805564880371094,0.023309707641601562,10012398043.jpg
koniq10k_512x384\10013822223.jpg,0.016141891479492188,0.004354238510131836,0.021714210510253906,10013822223.jpg
koniq10k_512x384\10014002683.jpg,0.016908645629882812,0.00564265251159668,0.024362564086914062,10014002683.jpg
koniq10k_512x384\10017119924.jpg,0.016993045806884766,0.004833698272705078,0.023543119430541992,10017119924.jpg
koniq10k_512x384\10020766793.jpg,0.016363859176635742,0.004912137985229492,0.022671937942504883,10020766793.jpg
koniq10k_512x384\10020891105.jpg,0.019265413284301758,0.00497126579284668,0.023714065551757812,10020891105.jpg
koniq10k_512x384\10022757465.jpg,0.016548871994018555,0.0050508975982666016,0.022434234619140625,10022757465.jpg
koniq10k_512x384\10022844623.jpg,0.016726255416870117,0.004860401153564453,0.021440982818603516,10022844623.jpg
koniq10k_512x384\10027545463.jpg,0.016214370727539062,0.0044782161712646484,0.023183107376098633,10027545463.jpg
koniq10k_512x384\10027582235.jpg,0.016527414321899414,0.004569292068481445,0.022291898727416992,10027582235.jpg
koniq10k_512x384\10029841663.jpg,0.016607284545898438,0.0048999786376953125,0.0224301815032959,10029841663.jpg
koniq10k_512x384\10031298826.jpg,0.01570415496826172,0.004522800445556641,0.02457284927368164,10031298826.jpg
koniq10k_512x384\10031913154.jpg,0.018259763717651367,0.0048449039459228516,0.022797584533691406,10031913154.jpg
koniq10k_512x384\10039534103.jpg,0.01632094383239746,0.004198789596557617,0.021485567092895508,10039534103.jpg
koniq10k_512x384\10041870415.jpg,0.019104719161987305,0.0049550533294677734,0.022559165954589844,10041870415.jpg
koniq10k_512x384\10043785683.jpg,0.016945362091064453,0.005259513854980469,0.022365093231201172,10043785683.jpg
koniq10k_512x384\10047832035.jpg,0.017365694046020508,0.004367828369140625,0.02262091636657715,10047832035.jpg
koniq10k_512x384\10048365153.jpg,0.016337871551513672,0.006041526794433594,0.02373981475830078,10048365153.jpg
koniq10k_512x384\10050349236.jpg,0.017015695571899414,0.004270315170288086,0.02237534523010254,10050349236.jpg
koniq10k_512x384\10058760545.jpg,0.016516923904418945,0.004467964172363281,0.02284979820251465,10058760545.jpg
koniq10k_512x384\10059344614.jpg,0.01831817626953125,0.005125284194946289,0.026877641677856445,10059344614.jpg
koniq10k_512x384\10061596254.jpg,0.015819072723388672,0.00440216064453125,0.021269798278808594,10061596254.jpg
koniq10k_512x384\10067457634.jpg,0.016523122787475586,0.004541158676147461,0.021771669387817383,10067457634.jpg
koniq10k_512x384\10068507976.jpg,0.017291784286499023,0.00676274299621582,0.023958206176757812,10068507976.jpg
koniq10k_512x384\10068778516.jpg,0.016537904739379883,0.004420280456542969,0.02218461036682129,10068778516.jpg
koniq10k_512x384\10069534975.jpg,0.016246557235717773,0.0047261714935302734,0.02238774299621582,10069534975.jpg
koniq10k_512x384\10071864114.jpg,0.016220569610595703,0.0054683685302734375,0.023008108139038086,10071864114.jpg
koniq10k_512x384\10075168775.jpg,0.01596355438232422,0.004507303237915039,0.022863388061523438,10075168775.jpg
koniq10k_512x384\10077468576.jpg,0.01605534553527832,0.004585981369018555,0.02384662628173828,10077468576.jpg
koniq10k_512x384\10077880165.jpg,0.0174100399017334,0.004611015319824219,0.022614240646362305,10077880165.jpg
koniq10k_512x384\10079711433.jpg,0.015981674194335938,0.004809856414794922,0.023164987564086914,10079711433.jpg
koniq10k_512x384\10082923485.jpg,0.016451597213745117,0.005055904388427734,0.023249149322509766,10082923485.jpg
koniq10k_512x384\10086300493.jpg,0.01757979393005371,0.0063436031341552734,0.02367544174194336,10086300493.jpg
koniq10k_512x384\100882570.jpg,0.017081499099731445,0.004477024078369141,0.022847414016723633,100882570.jpg
koniq10k_512x384\10089027076.jpg,0.015896320343017578,0.005079507827758789,0.022004365921020508,10089027076.jpg
koniq10k_512x384\10089177336.jpg,0.016134262084960938,0.004954814910888672,0.024320125579833984,10089177336.jpg
koniq10k_512x384\10091520555.jpg,0.016959667205810547,0.004489421844482422,0.02191781997680664,10091520555.jpg
koniq10k_512x384\10093057603.jpg,0.01605987548828125,0.0043146610260009766,0.022494792938232422,10093057603.jpg
koniq10k_512x384\10094235786.jpg,0.017571687698364258,0.005632877349853516,0.0237882137298584,10094235786.jpg
koniq10k_512x384\10110458216.jpg,0.01600933074951172,0.004141330718994141,0.02100205421447754,10110458216.jpg
koniq10k_512x384\10111411235.jpg,0.01751112937927246,0.004631996154785156,0.02154397964477539,10111411235.jpg
koniq10k_512x384\10113730664.jpg,0.017490148544311523,0.0052831172943115234,0.0233919620513916,10113730664.jpg
koniq10k_512x384\10115071674.jpg,0.016064882278442383,0.006352424621582031,0.022893905639648438,10115071674.jpg
koniq10k_512x384\10118773964.jpg,0.01591968536376953,0.004151582717895508,0.022707700729370117,10118773964.jpg
koniq10k_512x384\10121813934.jpg,0.019002199172973633,0.0051746368408203125,0.023856401443481445,10121813934.jpg
koniq10k_512x384\10125013364.jpg,0.01775383949279785,0.006071805953979492,0.0230252742767334,10125013364.jpg
koniq10k_512x384\10126177964.jpg,0.015964984893798828,0.004071712493896484,0.021779298782348633,10126177964.jpg
koniq10k_512x384\10126857344.jpg,0.01758861541748047,0.005347251892089844,0.022298574447631836,10126857344.jpg
koniq10k_512x384\10130566006.jpg,0.016620159149169922,0.004679203033447266,0.023036956787109375,10130566006.jpg
koniq10k_512x384\10131980434.jpg,0.015430212020874023,0.004194498062133789,0.021625518798828125,10131980434.jpg
koniq10k_512x384\10133867305.jpg,0.0165560245513916,0.0058879852294921875,0.024242877960205078,10133867305.jpg
koniq10k_512x384\10134737015.jpg,0.01793360710144043,0.004957437515258789,0.022717714309692383,10134737015.jpg
koniq10k_512x384\10140071304.jpg,0.015774250030517578,0.004213094711303711,0.021577119827270508,10140071304.jpg
koniq10k_512x384\10147970884.jpg,0.016849517822265625,0.004667520523071289,0.023315906524658203,10147970884.jpg
koniq10k_512x384\10153847086.jpg,0.017705202102661133,0.0047457218170166016,0.021631717681884766,10153847086.jpg
koniq10k_512x384\10154367094.jpg,0.015481710433959961,0.004483699798583984,0.02201390266418457,10154367094.jpg
koniq10k_512x384\10154991453.jpg,0.020278453826904297,0.005511283874511719,0.02342057228088379,10154991453.jpg
koniq10k_512x384\10155925686.jpg,0.016511201858520508,0.004901409149169922,0.021654129028320312,10155925686.jpg
koniq10k_512x384\101601008.jpg,0.018657684326171875,0.005124568939208984,0.02293682098388672,101601008.jpg
koniq10k_512x384\10164654253.jpg,0.024927854537963867,0.004714250564575195,0.022545576095581055,10164654253.jpg
koniq10k_512x384\10164842933.jpg,0.022772789001464844,0.004820108413696289,0.023755311965942383,10164842933.jpg
koniq10k_512x384\10169304416.jpg,0.023446083068847656,0.0047512054443359375,0.023036479949951172,10169304416.jpg
koniq10k_512x384\10173544123.jpg,0.023084640502929688,0.0050716400146484375,0.02210712432861328,10173544123.jpg
koniq10k_512x384\10177270623.jpg,0.022649765014648438,0.0047910213470458984,0.023532629013061523,10177270623.jpg
koniq10k_512x384\10177793964.jpg,0.024979591369628906,0.004777669906616211,0.022208690643310547,10177793964.jpg
koniq10k_512x384\10178112894.jpg,0.024858474731445312,0.0048558712005615234,0.022426366806030273,10178112894.jpg
koniq10k_512x384\10178183416.jpg,0.021951913833618164,0.0047817230224609375,0.021981000900268555,10178183416.jpg
koniq10k_512x384\10178914656.jpg,0.021767854690551758,0.005070209503173828,0.0231020450592041,10178914656.jpg
koniq10k_512x384\10183769356.jpg,0.026584863662719727,0.0049343109130859375,0.022592782974243164,10183769356.jpg
koniq10k_512x384\10186643874.jpg,0.022594451904296875,0.004380226135253906,0.02268695831298828,10186643874.jpg
koniq10k_512x384\10186680555.jpg,0.021656274795532227,0.004557609558105469,0.02244734764099121,10186680555.jpg
koniq10k_512x384\10186832194.jpg,0.017412900924682617,0.00588679313659668,0.02302265167236328,10186832194.jpg
koniq10k_512x384\10187102065.jpg,0.022006750106811523,0.004509925842285156,0.02274322509765625,10187102065.jpg
koniq10k_512x384\10187522803.jpg,0.024095773696899414,0.004282951354980469,0.021960973739624023,10187522803.jpg
koniq10k_512x384\10191607755.jpg,0.026398420333862305,0.0051136016845703125,0.023314476013183594,10191607755.jpg
koniq10k_512x384\10196228605.jpg,0.01841282844543457,0.004642486572265625,0.02259659767150879,10196228605.jpg
koniq10k_512x384\10203647273.jpg,0.022220611572265625,0.004748821258544922,0.0241851806640625,10203647273.jpg
koniq10k_512x384\10205220286.jpg,0.024131298065185547,0.005312681198120117,0.02406620979309082,10205220286.jpg
koniq10k_512x384\10206674394.jpg,0.024501323699951172,0.004715681076049805,0.024823904037475586,10206674394.jpg
koniq10k_512x384\10207172624.jpg,0.03181314468383789,0.005558967590332031,0.024029970169067383,10207172624.jpg
koniq10k_512x384\10209014225.jpg,0.023768901824951172,0.004845142364501953,0.02466893196105957,10209014225.jpg
koniq10k_512x384\10209917915.jpg,0.02354145050048828,0.005031108856201172,0.024088621139526367,10209917915.jpg
koniq10k_512x384\10211880874.jpg,0.02308344841003418,0.005262851715087891,0.023261547088623047,10211880874.jpg
koniq10k_512x384\10213881683.jpg,0.018455982208251953,0.004568576812744141,0.02369999885559082,10213881683.jpg
koniq10k_512x384\10218118033.jpg,0.023953914642333984,0.0050542354583740234,0.024293899536132812,10218118033.jpg
koniq10k_512x384\10221144393.jpg,0.022579431533813477,0.005055427551269531,0.024464845657348633,10221144393.jpg
koniq10k_512x384\10224586444.jpg,0.022909164428710938,0.0043566226959228516,0.0224912166595459,10224586444.jpg
koniq10k_512x384\10226277514.jpg,0.017533302307128906,0.004908561706542969,0.02434992790222168,10226277514.jpg
koniq10k_512x384\10226524916.jpg,0.023679018020629883,0.00460052490234375,0.021875858306884766,10226524916.jpg
koniq10k_512x384\10227210045.jpg,0.022992372512817383,0.00586700439453125,0.02399134635925293,10227210045.jpg
koniq10k_512x384\10241630856.jpg,0.025672197341918945,0.0048983097076416016,0.02366781234741211,10241630856.jpg
koniq10k_512x384\10241895785.jpg,0.017548799514770508,0.005199909210205078,0.021930932998657227,10241895785.jpg
koniq10k_512x384\10244314384.jpg,0.022182941436767578,0.004521369934082031,0.021541595458984375,10244314384.jpg
koniq10k_512x384\10244715656.jpg,0.02397298812866211,0.0049893856048583984,0.024007797241210938,10244715656.jpg
koniq10k_512x384\10246311914.jpg,0.02661418914794922,0.004759550094604492,0.023342132568359375,10246311914.jpg
koniq10k_512x384\10246318724.jpg,0.0237274169921875,0.0057599544525146484,0.022879600524902344,10246318724.jpg
koniq10k_512x384\10258169584.jpg,0.0160830020904541,0.004637956619262695,0.022053003311157227,10258169584.jpg
koniq10k_512x384\10260190424.jpg,0.02438187599182129,0.004825115203857422,0.033447265625,10260190424.jpg
koniq10k_512x384\1026198859.jpg,0.01668405532836914,0.005048036575317383,0.023238658905029297,1026198859.jpg
koniq10k_512x384\10262588616.jpg,0.023815631866455078,0.004773855209350586,0.023632287979125977,10262588616.jpg
koniq10k_512x384\10264804094.jpg,0.02383899688720703,0.004999399185180664,0.02449774742126465,10264804094.jpg
koniq10k_512x384\10264984793.jpg,0.01688385009765625,0.0050983428955078125,0.023311138153076172,10264984793.jpg
koniq10k_512x384\10265315316.jpg,0.017759323120117188,0.005709648132324219,0.024286746978759766,10265315316.jpg
koniq10k_512x384\10265809113.jpg,0.018133163452148438,0.005872488021850586,0.026836872100830078,10265809113.jpg
koniq10k_512x384\10273804555.jpg,0.02620410919189453,0.005151271820068359,0.024206161499023438,10273804555.jpg
koniq10k_512x384\10278246465.jpg,0.04943037033081055,0.0056912899017333984,0.02548503875732422,10278246465.jpg
koniq10k_512x384\10279904885.jpg,0.024588823318481445,0.004844188690185547,0.022575855255126953,10279904885.jpg
koniq10k_512x384\10280683815.jpg,0.022284984588623047,0.0048716068267822266,0.02200794219970703,10280683815.jpg
koniq10k_512x384\10280835505.jpg,0.022193431854248047,0.005126476287841797,0.028359174728393555,10280835505.jpg
koniq10k_512x384\10283619534.jpg,0.03129076957702637,0.004781007766723633,0.02286052703857422,10283619534.jpg
koniq10k_512x384\10287677265.jpg,0.026348352432250977,0.004999876022338867,0.02308964729309082,10287677265.jpg
koniq10k_512x384\10289468185.jpg,0.025294065475463867,0.00521397590637207,0.025179624557495117,10289468185.jpg
koniq10k_512x384\10290759976.jpg,0.024539947509765625,0.005015134811401367,0.024495601654052734,10290759976.jpg
koniq10k_512x384\1029470257.jpg,0.02585315704345703,0.0050506591796875,0.025028705596923828,1029470257.jpg
koniq10k_512x384\10295875445.jpg,0.018380165100097656,0.0064465999603271484,0.024893522262573242,10295875445.jpg
koniq10k_512x384\10296038236.jpg,0.023845672607421875,0.005299806594848633,0.02325916290283203,10296038236.jpg
koniq10k_512x384\10299438733.jpg,0.027724504470825195,0.005553245544433594,0.02263665199279785,10299438733.jpg
koniq10k_512x384\102995966.jpg,0.023607492446899414,0.00458836555480957,0.024698972702026367,102995966.jpg
koniq10k_512x384\10316734944.jpg,0.023939847946166992,0.005422830581665039,0.023517608642578125,10316734944.jpg
koniq10k_512x384\10319186405.jpg,0.02276778221130371,0.005055904388427734,0.023894786834716797,10319186405.jpg
koniq10k_512x384\10319713194.jpg,0.024689197540283203,0.004715442657470703,0.02389812469482422,10319713194.jpg
koniq10k_512x384\10325321.jpg,0.026477575302124023,0.005425691604614258,0.024862051010131836,10325321.jpg
