image_path,brisque_time,piqe_time,niqe_time,filename
koniq10k_512x384\8522515607.jpg,0.27225494384765625,0.016944408416748047,0.12485122680664062,8522515607.jpg
koniq10k_512x384\107505789.jpg,0.020034074783325195,0.005360126495361328,0.02359485626220703,107505789.jpg
koniq10k_512x384\9967844514.jpg,0.017645835876464844,0.004754066467285156,0.024791240692138672,9967844514.jpg
koniq10k_512x384\2376602512.jpg,0.017430782318115234,0.0047228336334228516,0.023736953735351562,2376602512.jpg
koniq10k_512x384\10077468576.jpg,0.018311262130737305,0.005675315856933594,0.024457454681396484,10077468576.jpg
koniq10k_512x384\6474704871.jpg,0.01855778694152832,0.004498720169067383,0.02392745018005371,6474704871.jpg
koniq10k_512x384\9005613417.jpg,0.01833057403564453,0.0046329498291015625,0.022690773010253906,9005613417.jpg
koniq10k_512x384\8562649420.jpg,0.01768660545349121,0.0050716400146484375,0.023975372314453125,8562649420.jpg
koniq10k_512x384\5506212777.jpg,0.01676034927368164,0.004548072814941406,0.022904396057128906,5506212777.jpg
koniq10k_512x384\2739038267.jpg,0.01695537567138672,0.005615949630737305,0.02456355094909668,2739038267.jpg
koniq10k_512x384\2931922629.jpg,0.01843857765197754,0.004923105239868164,0.024448633193969727,2931922629.jpg
koniq10k_512x384\9230996141.jpg,0.01876211166381836,0.004953145980834961,0.023681640625,9230996141.jpg
koniq10k_512x384\4549109010.jpg,0.01976609230041504,0.004670143127441406,0.024166107177734375,4549109010.jpg
koniq10k_512x384\10609356094.jpg,0.01694178581237793,0.00525665283203125,0.02393794059753418,10609356094.jpg
koniq10k_512x384\6825162524.jpg,0.016835689544677734,0.0051727294921875,0.023225069046020508,6825162524.jpg
koniq10k_512x384\8552550792.jpg,0.016916990280151367,0.004677534103393555,0.024016380310058594,8552550792.jpg
koniq10k_512x384\5847946773.jpg,0.017412185668945312,0.005241870880126953,0.024196147918701172,5847946773.jpg
koniq10k_512x384\7189264298.jpg,0.018446683883666992,0.005785465240478516,0.024152278900146484,7189264298.jpg
koniq10k_512x384\10911095273.jpg,0.018137216567993164,0.0046536922454833984,0.02422809600830078,10911095273.jpg
